SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	IsMagic	Skillrank
Truy tinh trôc ®iÖn	C«ng kİch ngo¹i c«ng	93		0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	400	0	1	0	3	3	126	-1	8	1	10	0		7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	30	0	1		0					0	0	\script\skill\tangmen.lua	poisondamage_v	zhuixing_zhudian	seriesdamage_p	zhuixing_zhudian																																						"Thiªn nhÉn ®İch trung cÊp vò c«ng, lîi dông ®ång th× ph¸t xuÊt nhÊt quyÓn háa cÇu dÜ thiªu th­¬ng tø chu ®İch ®Şch nh©n."	0	0
Cöu cung phi tinh	C«ng kİch ngo¹i c«ng	94	301	1	\spr\Ui\skill\¾Å¹¬·ÉĞÇ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	360	0	5	2	3	8	95	-1	5	1	10	1		2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	100	1	0	0	1		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	jiugong_feixing	deadlystrike_p	jiugong_feixing	poisondamage_v	jiugong_feixing	missle_speed_v	jiugong_feixing	skill_attackradius	jiugong_feixing	skill_cost_v	jiugong_feixing	addskillexp1	jiugong_feixing	skill_skillexp_v	jiugong_feixing	seriesdamage_p	jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing	\script\skill\skilllvlup\¾Å¹¬·ÉĞÇ.lua	"§­êng m«n phi phiªu ®İch chung cùc thñ ph¸p, liªn tôc ph¸t xuÊt kim tiÔn phiªu ®èi ®¹i diÖn tİch néi ®İch ®èi thñ t¹o thµnh th­¬ng h¹i."	0	0
Cöu cung phi tinh	C«ng kİch ngo¹i c«ng	95	301	0	\spr\Ui\skill\¾Å¹¬·ÉĞÇ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	360	0	5	2	3	2	152	-1	5	1	10	1		2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	100	1	0	0	1		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	jiugong_feixing	deadlystrike_p	jiugong_feixing	poisondamage_v	jiugong_feixing	missle_speed_v	jiugong_feixing	skill_attackradius	jiugong_feixing	skill_cost_v	jiugong_feixing	addskillexp1	jiugong_feixing	skill_skillexp_v	jiugong_feixing	seriesdamage_p	jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		"§­êng m«n phi phiªu ®İch chung cùc thñ ph¸p, liªn tôc ph¸t xuÊt kim tiÔn phiªu ®èi ®¹i diÖn tİch néi ®İch ®èi thñ t¹o thµnh th­¬ng h¹i."	0	59
Lo¹n hoµn kİch	C«ng kİch néi c«ng	96	304	0	\spr\Ui\skill\ÎåĞĞÏİÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	5	161	-1	1	1	11	1		0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	97	0	0	80	20	-2	1	0	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\skilllvlup\ÂÒ»·»÷.lua	"§­êng m«n ky quan h·m tŞnh ®İch tèi cao thñ ph¸p, sö ®èi thñ phßng bÊt th¾ng phßng."	1	0
Lo¹n hoµn kİch	C«ng kİch néi c«ng	97		0			\sound\skill\ÎåÀ×Õı·¨m.wav	\sound\skill\ÎåÀ×Õı·¨f.wav	0	0	2	0	0	0	3	5	3	6	162	-1	4	1	11	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	10	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		"C«n l«n tèi cao vò c«ng chiªu thøc, thi triÓn xuÊt lai n¨ng ®èi ®Şch nh©n t¹o thµnh c­êng lùc ®İch l«i ®iÖn th­¬ng h¹i."	1	0
§éc sa ch­ëng	C«ng kİch néi c«ng	98	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	180	0	0	0	3	1	30	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	dusha_zhang	addskilldamage1	dusha_zhang	missle_speed_v	dusha_zhang	skill_attackradius	dusha_zhang	skill_cost_v	dusha_zhang	seriesdamage_p	dusha_zhang	addskilldamage2	dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		"Ngò ®éc nhËp m«n vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n ®¸i h÷u thiÓu l­îng ®éc th­¬ng h¹i."	1	0
HuyÕt ®ao ®éc s¸t	C«ng kİch ngo¹i c«ng	99	401	1	\spr\Ui\skill\Ñªµ¶¶¾É±.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	400	0	0	0	3	8	100	-1	1	1	10	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	xuedao_dusha	poisondamage_v	xuedao_dusha	addskilldamage1	xuedao_dusha	missle_speed_v	xuedao_dusha	skill_attackradius	xuedao_dusha	skill_cost_v	xuedao_dusha	seriesdamage_p	xuedao_dusha	addskilldamage2	xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		"Ngò ®éc tiÕn giai vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n tŞnh ®¸i h÷u nhÊt ®Şnh ®éc th­¬ng h¹i."	0	0
HuyÕt ®ao ®éc s¸t	C«ng kİch ngo¹i c«ng	100	401	0	\spr\Ui\skill\Ñªµ¶¶¾É±.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	400	0	0	0	3	1	31	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	xuedao_dusha	poisondamage_v	xuedao_dusha	addskilldamage1	xuedao_dusha	missle_speed_v	xuedao_dusha	skill_attackradius	xuedao_dusha	skill_cost_v	xuedao_dusha	seriesdamage_p	xuedao_dusha	addskilldamage2	xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		"Ngò ®éc tiÕn giai vò c«ng, c«ng kİch ®an c¸ ®Şch nh©n tŞnh ®¸i h÷u nhÊt ®Şnh ®éc th­¬ng h¹i."	0	0
Ngò ®éc ch­ëng ph¸p	Kü n¨ng hç trî bŞ ®éng	101	405	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_zf.spr				0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	addpoisonmagic_v	wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		"Ngò ®éc ®İch nhËp m«n ch­ëng ph¸p, luyÖn liÔu chi hËu cô h÷u nhÊt ®Şnh ®İch ®éc c«ng kİch n¨ng lùc."	0	0
Ngò ®éc ®ao ph¸p	Kü n¨ng hç trî bŞ ®éng	102	404	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_df.spr				0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	addphysicsdamage_p	wudu_daofa	deadlystrikeenhance_p	wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		§Ò cao sö dông ®ao lo¹i vò khİ ®İch n¨ng lùc.	0	0
Cöu thiªn cuång l«i	Chñ ®éng	103	403	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_13.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			9	0	2	0	440	0	0	0	3	6	20	-1	1	1	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	lightingres_p	jiutian_kuanglei	skill_cost_v	jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei				"Ngò ®éc ®İch tµ m«n chó thuËt, n¨ng hµng ®ª nhÊt ®Şnh ph¹m vi néi ®İch ®Şch nh©n l«i kh¸ng tİnh."	0	0
Xİch diÖm thùc thiªn	Chñ ®éng	104	403	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_23.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			10	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	fireres_p	chiyan_shitian	skill_cost_v	chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		"Ngò ®éc bİ m«n ®éc d­îc, huy s¸i chi hËu sö ®èi thñ tang thÊt nhÊt ®Şnh ®İch háa phßng n¨ng lùc."	0	0
T¹p nam dŞch kinh	Kü n¨ng hç trî bŞ ®éng	105	400	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_12.spr				0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisonres_p	zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		"Ngò ®éc tÊt häc sö ®éc t©m ph¸p, n¨ng t¨ng gia kh¸ng ®éc tİnh."	0	0
U minh kh« l©u	C«ng kİch néi c«ng	106	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_21.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	400	0	0	0	3	1	32	-1	1	1	11	0		5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	youming_kulou	addskilldamage1	youming_kulou	missle_speed_v	youming_kulou	skill_attackradius	youming_kulou	skill_cost_v	youming_kulou	seriesdamage_p	youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		"Ngò ®éc trung cÊp vò c«ng, lîi dông háa d­îc hßa ®éc d­îc chÕ thµnh ®İch kh« l©u t¹c ®¹n, n¨ng th­¬ng h¹i nhÊt ®Şnh ph¹m vi néi ®İch ®Şch nh©n."	1	0
B¸ch ®éc xuyªn t©m	C«ng kİch ngo¹i c«ng	107	401	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_43.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	93	0	0	0	180	0	1	5	3	8	108	-1	1	1	10	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	1	0	0	0	0		64		0		2	0	0	\script\skill\wudu.lua	physicsenhance_p	baidu_chuanxin	poisondamage_v	baidu_chuanxin	addskilldamage1	baidu_chuanxin	missle_speed_v	baidu_chuanxin	skill_attackradius	baidu_chuanxin	skill_cost_v	baidu_chuanxin	seriesdamage_p	baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		"Ngò ®éc ®ao ph¸p trung ®İch tiÕn giai chiªu thøc, x¹ s¸t tiÕp cËn tù th©n ®İch ®Şch nh©n."	0	0
B¸ch ®éc xuyªn t©m	C«ng kİch ngo¹i c«ng	108	401	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_43.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	93	0	0	0	180	0	1	5	3	7	190	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	1	0	0	0	0		64		0		2	0	0	\script\skill\wudu.lua	physicsenhance_p	baidu_chuanxin	poisondamage_v	baidu_chuanxin	addskilldamage1	baidu_chuanxin	missle_speed_v	baidu_chuanxin	skill_attackradius	baidu_chuanxin	skill_cost_v	baidu_chuanxin	seriesdamage_p	baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		"Ngò ®éc ®ao ph¸p trung ®İch tiÕn giai chiªu thøc, x¹ s¸t tiÕp cËn tù th©n ®İch ®Şch nh©n."	0	0
B¨ng lam huyÒn tinh	Chñ ®éng	109	403	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_02.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			8	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	coldres_p	binglan_xuanjing	skill_cost_v	binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		"Ngò ®éc bİ m«n ®éc d­îc, huy s¸i chi hËu sö ®èi thñ tang thÊt nhÊt ®Şnh ®İch b¨ng phßng n¨ng lùc."	0	0
V« h×nh ®éc	Kü n¨ng hç trî chñ ®éng	110	400	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_22.spr				6	1	2	0	400	0	0	0	3	7	124	-1	1	0	11	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu\wuxing-gu.lua	poisondamage_v	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		"Ngò ®éc ®éc m«n h¹ cæ ph­¬ng ph¸p, n¨ng ®èi nhÊt ®Şnh ph¹m vi néi ®İch ®Şch nh©n t¹o thµnh ®éc th­¬ng h¹i."	1	0
Xuyªn y ph¸ gi¸p	Chñ ®éng	111	403	0	\spr\Ui\skill\´©ÒÂÆÆ¼×.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			54	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsres_p	chuanyi_pojia	skill_cost_v	chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		"Ngò ®éc bİ m«n ®éc d­îc, huy s¸i chi hËu sö ®èi thñ tang thÊt nhÊt ®Şnh ®İch phæ phßng n¨ng lùc."	0	0
V¹n cæ thùc t©m	Chñ ®éng	112	400	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_33.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			7	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisontimereduce_p	wangu_shixin	skill_cost_v	wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		"Ngò ®éc ®İch tµ m«n chó thuËt, n¨ng hµng ®ª nhÊt ®Şnh ph¹m vi néi ®İch ®Şch nh©n ®éc kh¸ng tİnh."	0	0
Xuyªn t©m ®éc thİch	Chñ ®éng	113	403	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_32.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			11	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisonres_p	chuanxin_duci	skill_cost_v	chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		"Ngò ®éc bİ m«n ®éc d­îc, huy s¸i chi hËu sö ®èi thñ tang thÊt nhÊt ®Şnh ®İch ®éc phßng n¨ng lùc."	0	0
Ngò ®éc kú kinh	Vâ c«ng trÊn ph¸i	114	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_42.spr				0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	addpoisondamage_v	wudu_qijing	addpoisonmagic_v	wudu_qijing	poisonenhance_p	wudu_qijing	deadlystrikeenhance_p	wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		"Ngò ®éc tèi cao ®İch dông ®éc t©m ph¸p, n¨ng gia kho¸i ®éc d­îc ®İch ph¸t t¸c."	0	0
Thiªn cuång ®Şa s¸t	C«ng kİch néi c«ng	115	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_31.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	420	0	0	0	3	6	33	-1	1	1	11	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	20	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	tiangang_disha	addskilldamage1	tiangang_disha	skill_attackradius	tiangang_disha	skill_cost_v	tiangang_disha	seriesdamage_p	tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		"Ngò ®éc cao cÊp vò c«ng, ®èi phã nhÊt ®Şnh ph¹m vi néi ®İch ®Şch nh©n, tŞnh ®¸i h÷u ngËn c­êng ®İch ®éc th­¬ng h¹i."	1	0
Chu c¸p thanh minh	C«ng kİch ngo¹i c«ng	116	203	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_41.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	2	9	3	12	117	1	2	0	10	0		2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	0	10	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	zhuha_qingming	poisondamage_v	zhuha_qingming	addskilldamage1	zhuha_qingming	missle_speed_v	zhuha_qingming	skill_attackradius	zhuha_qingming	skill_cost_v	zhuha_qingming	seriesdamage_p	zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		"Ngò ®éc cao cÊp vò c«ng, n¨ng ®èi tiÓu ph¹m vi néi ®Şch nh©n t¹o thµnh c­êng liÖt ®İch ®éc th­¬ng h¹i."	0	0
Chu c¸p thanh minh	C«ng kİch ngo¹i c«ng	117	203	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_41.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	2	9	3	1	34	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	0	10	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	zhuha_qingming	poisondamage_v	zhuha_qingming	addskilldamage1	zhuha_qingming	missle_speed_v	zhuha_qingming	skill_attackradius	zhuha_qingming	skill_cost_v	zhuha_qingming	seriesdamage_p	zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		zhuha_qingming		"Ngò ®éc cao cÊp vò c«ng, n¨ng ®èi tiÓu ph¹m vi néi ®Şch nh©n t¹o thµnh c­êng liÖt ®İch ®éc th­¬ng h¹i."	0	0
